,price,surface,bedrooms,restrooms,location_name,tiene_ascensor,tiene_parking,tiene_piscina,tiene_terraza,es_costa,es_montana
5974,580,114,3,2,Alacant,1,0,0,0,1,0
5975,500,48,1,1,Alacant,1,0,0,0,1,0
5976,700,97,2,1,Alacant,1,0,0,0,1,0
5977,500,80,2,1,Alacant,0,0,0,1,1,0
5979,950,85,2,2,Alacant,1,1,0,0,1,0
5980,175,140,4,2,Alacant,1,0,0,0,1,0
5981,400,70,2,1,Alacant,0,0,0,0,1,0
5982,330,35,1,1,Alacant,1,1,0,0,1,0
5983,395,60,1,1,Alacant,0,0,1,1,1,0
5984,700,65,2,1,Alacant,1,0,0,0,1,0
5985,500,90,3,2,Alacant,1,0,0,0,1,0
5986,450,120,3,2,Alacant,1,0,0,0,1,0
5987,450,80,2,1,Alacant,1,0,0,0,1,0
5988,1300,150,4,2,Alacant,0,0,0,1,1,0
5989,850,100,3,1,Alacant,1,0,0,0,1,0
5990,525,61,1,1,Alacant,1,0,1,0,1,0
5992,390,78,3,1,Alacant,0,0,0,0,1,0
5993,3500,180,3,2,Alacant,0,0,1,1,1,0
5994,750,120,3,2,Alacant,1,0,0,0,1,0
5995,490,50,1,1,Alacant,1,1,0,0,1,0
5996,500,110,3,2,Alacant,1,0,0,0,1,0
5997,900,55,1,1,Alacant,0,0,0,0,1,0
5998,525,125,3,2,Alacant,1,0,0,0,1,0
5999,370,67,1,1,Alacant,1,0,0,0,1,0
6000,590,104,3,2,Alacant,1,0,0,0,1,0
6001,500,175,3,2,Alacant,0,0,0,1,1,0
6002,240,25,1,1,Alacant,0,0,0,0,1,0
6003,450,110,4,2,Alacant,0,0,0,0,1,0
6004,500,60,1,1,Alacant,1,0,0,0,1,0
6005,800,125,5,2,Alacant,0,0,0,1,1,0
6006,450,140,3,2,Alacant,0,0,0,1,1,0
6007,520,100,3,1,Alacant,0,0,0,0,1,0
6008,550,120,3,1,Alacant,0,0,1,0,1,0
6009,600,600,2,1,Alacant,0,0,0,0,1,0
6010,650,85,3,3,Alacant,0,0,0,0,1,0
6011,520,85,3,1,Alacant,0,0,0,0,1,0
6012,700,70,2,1,Alacant,0,0,0,1,1,0
6013,450,120,3,2,Alacant,0,1,0,0,1,0
6014,650,80,2,1,Alacant,1,0,0,0,1,0
6015,500,70,2,1,Alacant,1,0,0,0,1,0
6016,750,188,4,3,Alacant,0,0,1,0,1,0
6017,600,150,3,2,Alacant,0,0,0,1,1,0
6018,825,88,1,1,Alacant,1,0,0,0,1,0
6019,500,47,1,1,Alacant,1,0,0,1,1,0
6020,500,80,3,2,Alacant,1,0,0,0,1,0
6021,700,95,3,2,Alacant,1,0,0,0,1,0
6022,400,55,1,1,Alacant,1,0,0,1,1,0
6023,800,90,2,1,Alacant,1,0,0,0,1,0
6024,975,160,3,2,Alacant,1,0,0,1,1,0
6025,900,135,3,2,Alacant,0,0,0,0,1,0
6026,650,70,1,1,Alacant,1,0,0,0,1,0
6027,1150,190,3,3,Alacant,0,0,0,1,1,0
6028,850,60,1,1,Alacant,1,0,0,1,1,0
6029,350,70,2,1,Alacant,0,0,0,0,1,0
6030,790,90,3,1,Alacant,0,0,0,1,1,0
6031,500,30,1,1,Alacant,1,0,0,0,1,0
6032,800,140,3,2,Alacant,0,0,0,0,1,0
6033,350,75,2,1,Alacant,0,0,0,0,1,0
6034,300,56,2,1,Alacant,0,0,0,1,1,0
6035,500,84,2,1,Alacant,0,0,0,0,1,0
6037,1450,120,3,3,Alacant,0,0,1,1,1,0
6038,900,60,1,2,Alacant,0,0,0,1,1,0
6039,480,60,1,1,Alacant,1,0,0,0,1,0
6040,650,130,2,2,Alacant,0,0,0,1,1,0
6041,940,240,3,3,Alacant,1,1,0,0,1,0
6042,700,80,1,1,Alacant,1,0,0,0,1,0
6043,500,140,3,2,Alacant,0,0,1,1,1,0
6044,600,90,3,2,Alacant,1,0,0,1,1,0
6045,600,43,1,1,Alacant,0,0,0,1,1,0
6046,950,100,3,2,Alacant,1,0,0,0,1,0
6047,550,57,1,1,Alacant,0,0,0,0,1,0
6048,650,71,2,1,Alacant,1,0,0,1,1,0
6049,650,69,2,1,Alacant,0,0,0,0,1,0
6050,520,70,3,2,Alacant,1,0,0,0,1,0
6051,495,50,2,1,Alacant,0,0,0,1,1,0
6052,480,48,2,1,Alacant,0,0,0,1,1,0
6053,520,48,2,1,Alacant,0,0,0,1,1,0
6054,650,75,2,1,Alacant,1,0,0,0,1,0
6055,400,40,1,1,Alacant,1,0,0,0,1,0
6056,975,150,3,2,Alacant,1,0,0,0,1,0
6057,400,80,3,1,Alacant,0,0,0,0,1,0
6058,550,45,1,1,Alacant,1,0,0,0,1,0
6059,975,160,3,2,Alacant,1,0,0,0,1,0
6060,975,160,3,2,Alacant,1,0,0,0,1,0
6061,950,155,3,2,Alacant,0,0,1,1,1,0
6062,300,50,2,1,Alacant,0,0,0,0,1,0
6063,375,75,3,1,Alacant,1,0,0,0,1,0
6064,630,70,2,1,Alacant,1,0,0,0,1,0
6065,300,56,2,1,Alacant,0,0,0,1,1,0
6066,700,75,3,3,Alacant,0,0,0,1,1,0
6067,940,151,3,2,Alacant,1,0,0,0,1,0
6068,350,75,2,1,Alacant,0,0,0,0,1,0
6069,400,75,3,1,Alacant,0,0,0,0,1,0
6070,425,45,1,1,Alacant,1,0,0,0,1,0
6071,675,83,1,1,Alacant,1,0,0,0,1,0
6072,850,90,3,2,Alacant,1,0,0,0,1,0
6073,1000,60,2,1,Alacant,1,0,0,0,1,0
6074,550,95,3,2,Alacant,1,0,0,0,1,0
6075,860,95,2,1,Alacant,0,0,0,1,1,0
6076,820,60,1,1,Alacant,1,0,0,0,1,0
6077,550,69,2,2,Alacant,1,0,0,0,1,0
6078,600,89,2,1,Alacant,0,0,0,0,1,0
6079,500,75,2,2,Alacant,0,0,0,1,1,0
6080,550,109,2,1,Alacant,1,1,0,0,1,0
6082,600,65,2,1,Alacant,1,0,0,0,1,0
6083,520,117,3,2,Alacant,1,0,0,0,1,0
6084,500,60,1,1,Alacant,1,0,0,0,1,0
6085,2500,150,4,2,Alacant,0,0,1,1,1,0
6086,550,100,2,2,Alacant,1,0,1,0,1,0
6087,550,75,2,1,Alacant,1,0,0,0,1,0
6088,650,120,2,1,Alacant,0,0,0,0,1,0
6089,380,70,2,1,Alacant,1,0,0,0,1,0
6090,400,90,3,2,Alacant,1,0,0,0,1,0
6091,550,95,3,1,Alacant,1,0,0,0,1,0
6092,550,132,3,2,Alacant,1,0,0,0,1,0
6093,900,110,3,2,Alacant,1,0,0,0,1,0
6094,650,120,3,1,Alacant,1,0,0,1,1,0
6095,350,50,3,1,Alacant,0,0,0,0,1,0
6096,700,90,3,1,Alacant,1,0,0,0,1,0
6097,550,63,2,1,Alacant,1,0,0,0,1,0
6098,450,90,3,1,Alacant,0,0,0,0,1,0
6099,3000,140,3,2,Alacant,1,0,1,0,1,0
6100,550,110,3,2,Alacant,1,0,0,0,1,0
6101,650,75,2,1,Alacant,1,0,0,1,1,0
6102,650,150,2,3,Alacant,1,1,0,0,1,0
6103,330,45,1,1,Alacant,1,0,1,0,1,0
6105,450,60,1,2,Alacant,1,0,0,0,1,0
6106,950,82,1,2,Alacant,1,0,0,0,1,0
6107,600,128,3,2,Alacant,0,0,1,1,1,0
6108,675,65,1,1,Alacant,1,1,0,0,1,0
6109,550,62,2,1,Alacant,1,0,0,0,1,0
6110,800,90,2,2,Alacant,0,0,0,0,1,0
6111,700,85,3,1,Alacant,1,0,0,0,1,0
6112,850,120,3,2,Alacant,0,0,0,0,1,0
6113,490,95,3,2,Alacant,1,0,0,0,1,0
6114,700,100,2,2,Alacant,0,0,0,0,1,0
6115,440,104,2,1,Alacant,1,0,0,0,1,0
6116,1250,133,3,2,Alacant,1,1,0,0,1,0
6117,1100,83,2,2,Alacant,0,1,0,1,1,0
6118,700,80,2,2,Alacant,1,0,0,0,1,0
6119,1400,140,3,2,Alacant,0,0,0,1,1,0
6120,750,70,2,1,Alacant,0,1,0,1,1,0
6121,450,60,1,1,Alacant,1,0,0,0,1,0
6122,380,50,1,1,Alacant,0,0,1,0,1,0
6123,430,94,3,2,Alacant,1,0,0,0,1,0
6124,495,90,2,2,Alacant,1,0,0,0,1,0
6125,2200,300,7,3,Alacant,0,0,1,1,1,0
6126,650,150,4,4,Alacant,0,0,0,0,1,0
6127,400,100,2,1,Alacant,0,0,0,0,1,0
6128,390,40,1,1,Alacant,0,0,0,0,1,0
6129,600,90,2,2,Alacant,1,0,0,1,1,0
6130,550,60,2,2,Alacant,1,1,0,0,1,0
6132,340,55,1,1,Alacant,1,0,0,0,1,0
6133,400,44,1,1,Alacant,0,0,0,0,1,0
6134,1300,250,6,4,Alacant,0,0,0,1,1,0
6135,1200,110,3,2,Alacant,0,0,1,1,1,0
6136,800,85,3,1,Alacant,1,0,0,0,1,0
6137,650,100,3,2,Alacant,0,0,0,1,1,0
6138,600,75,2,1,Alacant,0,0,1,1,1,0
6139,790,90,3,1,Alacant,0,0,0,1,1,0
6140,600,90,3,1,Alacant,1,0,0,0,1,0
6141,800,115,3,2,Alacant,0,0,0,1,1,0
6142,500,70,1,1,Alacant,1,0,0,0,1,0
6143,2500,472,3,3,Alacant,0,0,1,1,1,0
6144,600,55,1,1,Alacant,0,0,0,0,1,0
6145,650,110,2,2,Alacant,0,0,0,0,1,0
6146,450,57,2,1,Alacant,0,0,1,1,1,0
6147,350,35,1,1,Alacant,1,1,0,0,1,0
6148,320,35,1,1,Alacant,1,1,0,0,1,0
6149,1000,149,3,3,Alacant,0,0,0,1,1,0
6150,700,100,3,2,Alacant,0,0,0,0,1,0
6151,700,75,2,1,Alacant,1,0,0,0,1,0
6152,480,72,2,1,Alacant,1,0,0,0,1,0
6153,475,60,2,2,Alacant,0,0,0,0,1,0
6154,700,100,4,2,Alacant,1,0,1,0,1,0
6155,2600,350,5,4,Alacant,0,0,1,1,1,0
6156,760,70,2,2,Alacant,0,1,0,1,1,0
6157,1500,100,3,2,Alacant,1,0,0,0,1,0
6158,700,94,2,1,Alacant,1,0,0,1,1,0
6159,750,65,2,2,Alacant,0,0,1,1,1,0
6160,1300,100,2,2,Alacant,0,0,1,1,1,0
6161,900,73,1,1,Alacant,1,0,0,0,1,0
6162,650,75,2,1,Alacant,0,0,0,1,1,0
6163,1100,200,6,4,Alacant,0,0,0,1,1,0
6164,1600,350,5,3,Alacant,0,0,0,1,1,0
6165,2500,133,3,2,Alacant,1,0,0,0,1,0
6166,1000,80,2,2,Alacant,1,0,0,0,1,0
6167,700,60,1,1,Alacant,1,0,0,0,1,0
6168,3900,450,5,3,Alacant,0,0,1,1,1,0
6169,1500,150,3,2,Alacant,1,0,0,0,1,0
6170,680,80,1,1,Alacant,1,0,0,0,1,0
6171,600,135,4,2,Alacant,1,0,0,0,1,0
6172,600,70,2,1,Alacant,1,0,0,0,1,0
6173,350,45,1,1,Alacant,0,0,1,1,1,0
6174,550,70,2,1,Alacant,1,1,0,0,1,0
6175,450,50,1,1,Alacant,1,1,0,0,1,0
6176,490,40,1,1,Alacant,1,0,0,1,1,0
6177,700,62,3,1,Alacant,1,0,0,0,1,0
6178,450,120,3,1,Alacant,1,0,0,0,1,0
6179,675,80,3,2,Alacant,0,0,1,1,1,0
6180,490,80,2,2,Alacant,1,0,0,0,1,0
6181,700,110,3,2,Alacant,0,0,0,1,1,0
6182,650,70,2,2,Alacant,0,0,0,1,1,0
6183,3000,180,4,3,Alacant,0,0,1,1,1,0
6185,3900,200,4,3,Alacant,0,0,1,0,1,0
6186,420,80,2,1,Alacant,0,0,0,0,1,0
6187,650,90,3,2,Alacant,0,0,0,1,1,0
6188,550,100,3,2,Alacant,1,0,0,0,1,0
6189,500,50,1,1,Alacant,1,0,0,0,1,0
6190,600,75,2,2,Alacant,0,0,0,1,1,0
6191,800,75,3,1,Alacant,0,0,0,0,1,0
6192,500,110,4,1,Alacant,1,0,0,0,1,0
6193,600,70,3,2,Alacant,1,0,0,0,1,0
6194,700,72,3,2,Alacant,0,0,1,0,1,0
6195,450,139,3,3,Alacant,0,0,0,1,1,0
6196,1000,100,3,2,Alacant,0,0,0,0,1,0
6197,1100,75,2,2,Alacant,1,0,1,0,1,0
6198,440,85,3,1,Alacant,0,0,0,0,1,0
6199,1000,110,3,2,Alacant,0,0,0,1,1,0
6200,650,90,2,2,Alacant,1,0,0,0,1,0
6201,750,50,2,1,Alacant,1,0,0,0,1,0
6202,500,78,3,3,Alacant,1,0,0,0,1,0
6203,450,70,4,1,Alacant,0,0,0,0,1,0
6204,790,65,2,1,Alacant,1,0,0,0,1,0
6205,630,60,1,1,Alacant,0,0,0,1,1,0
6206,650,90,2,2,Alacant,1,0,0,0,1,0
6207,375,70,3,2,Alacant,0,0,0,1,1,0
6209,600,90,2,2,Alacant,0,0,0,1,1,0
6210,2990,190,4,3,Alacant,0,0,1,1,1,0
6211,800,180,3,2,Alacant,1,0,0,0,1,0
6212,2700,255,5,3,Alacant,0,0,1,1,1,0
6214,500,120,3,2,Alacant,1,0,0,1,1,0
6215,550,140,4,2,Alacant,0,0,0,1,1,0
6216,900,81,2,1,Alacant,1,0,0,0,1,0
6218,4000,160,3,2,Alacant,0,0,1,1,1,0
6219,400,50,1,1,Alacant,1,1,0,0,1,0
6220,700,62,2,1,Alacant,1,0,0,0,1,0
6222,700,63,1,1,Alacant,1,0,0,0,1,0
6223,1600,130,3,2,Alacant,1,0,0,0,1,0
6224,600,150,4,3,Alacant,0,0,0,1,1,0
6225,700,135,2,2,Alacant,0,1,0,0,1,0
6226,750,120,3,2,Alacant,1,0,0,0,1,0
6227,1400,280,3,3,Alacant,0,0,0,1,1,0
6228,790,55,2,1,Alacant,1,0,0,0,1,0
6229,700,70,2,2,Alacant,1,0,0,0,1,0
6230,780,60,1,1,Alacant,1,0,0,1,1,0
6231,750,75,2,2,Alacant,1,1,0,0,1,0
6232,650,80,2,2,Alacant,1,0,0,0,1,0
6233,450,100,3,2,Alacant,0,0,0,0,1,0
6234,650,100,2,1,Alacant,0,0,1,1,1,0
6235,400,110,4,2,Alacant,0,0,0,1,1,0
6236,3500,350,5,4,Alacant,0,0,1,1,1,0
6237,1300,70,2,2,Alacant,0,0,1,1,1,0
6238,800,100,3,1,Alacant,0,0,0,0,1,0
6239,1600,75,2,1,Alacant,1,0,0,0,1,0
6240,580,90,2,2,Alacant,0,1,0,1,1,0
6241,425,108,3,2,Alacant,1,0,0,0,1,0
6242,650,90,3,2,Alacant,1,0,0,0,1,0
6243,700,65,2,1,Alacant,0,0,0,1,1,0
6244,700,65,2,1,Alacant,0,0,0,1,1,0
6245,800,240,5,2,Alacant,1,0,0,0,1,0
6246,500,53,1,1,Alacant,1,0,0,0,1,0
6247,500,50,1,1,Alacant,1,0,0,1,1,0
6248,550,50,1,1,Alacant,1,0,0,0,1,0
6249,600,54,2,2,Alacant,0,0,0,0,1,0
6250,600,203,4,2,Alacant,0,0,0,0,1,0
6251,650,220,3,2,Alacant,1,0,0,1,1,0
6252,690,90,2,1,Alacant,0,0,0,0,1,0
6253,700,90,4,3,Alacant,0,0,0,1,1,0
6254,1650,185,3,2,Alacant,0,0,1,1,1,0
6256,750,107,3,2,Alacant,0,0,0,0,1,0
6257,3000,298,5,5,Alacant,0,0,1,1,1,0
6258,500,80,2,1,Alacant,0,0,0,1,1,0
6259,400,50,1,1,Alacant,0,0,1,1,1,0
6260,490,100,2,1,Alacant,1,0,0,0,1,0
6261,300,60,1,1,Alacant,0,0,0,0,1,0
6262,700,130,3,2,Alacant,1,0,0,0,1,0
6263,750,76,2,2,Alacant,0,0,0,1,1,0
6264,500,90,4,2,Alacant,1,0,0,1,1,0
6265,1000,140,2,2,Alacant,1,1,0,0,1,0
6266,2000,220,3,3,Alacant,1,0,0,0,1,0
6267,700,91,3,1,Alacant,1,0,0,1,1,0
6268,400,74,3,1,Alacant,0,0,0,1,1,0
6269,1000,60,2,1,Alacant,1,1,0,0,1,0
6270,590,160,5,2,Alacant,0,0,0,1,1,0
6272,550,125,3,2,Alacant,1,0,0,0,1,0
6273,950,95,3,2,Alacant,1,0,0,0,1,0
6274,970,75,2,2,Alacant,1,0,0,1,1,0
6275,600,84,3,2,Alacant,1,0,0,0,1,0
6276,2200,200,4,2,Alacant,0,0,1,0,1,0
6277,475,80,3,1,Alacant,0,0,0,0,1,0
6278,700,90,3,2,Alacant,0,0,0,1,1,0
6280,600,50,1,1,Alacant,0,0,1,0,1,0
6281,400,55,1,1,Alacant,1,0,0,1,1,0
6282,1500,105,3,2,Alacant,0,0,1,1,1,0
6283,950,120,3,1,Alacant,0,0,0,0,1,0
6284,820,113,3,2,Alacant,1,0,0,0,1,0
6285,550,69,2,1,Alacant,0,0,0,0,1,0
6287,600,96,3,2,Alacant,1,0,0,0,1,0
6288,590,110,3,2,Alacant,1,0,0,0,1,0
6289,990,140,3,2,Alacant,1,0,0,0,1,0
6290,550,90,2,1,Alacant,1,0,0,1,1,0
6291,475,74,3,1,Alacant,0,0,0,1,1,0
6292,570,100,3,2,Alacant,1,0,0,0,1,0
6293,550,130,3,1,Alacant,0,0,0,0,1,0
6294,430,80,3,1,Alacant,0,0,0,0,1,0
6295,2500,480,6,5,Alacant,0,0,1,1,1,0
6296,4000,360,3,4,Alacant,0,0,1,1,1,0
6297,950,130,3,3,Alacant,1,1,0,0,1,0
6298,600,90,2,2,Alacant,0,0,0,1,1,0
6299,500,90,2,2,Alacant,1,0,0,0,1,0
6300,550,90,3,2,Alacant,1,0,0,0,1,0
6301,280,50,2,1,Alacant,0,0,0,0,1,0
6302,2000,180,3,3,Alacant,0,1,0,1,1,0
6303,850,85,3,2,Alacant,0,0,0,1,1,0
6304,900,100,1,2,Alacant,1,0,0,0,1,0
6305,1000,176,3,2,Alacant,1,0,0,0,1,0
6307,2000,97,2,1,Alacant,1,0,0,0,1,0
6308,400,85,3,1,Alacant,0,0,0,0,1,0
6309,800,160,4,2,Alacant,1,0,0,0,1,0
6310,400,80,3,1,Alacant,0,0,0,1,1,0
6311,420,68,2,1,Alacant,0,0,0,0,1,0
6312,650,103,4,2,Alacant,0,0,0,0,1,0
6313,400,65,2,1,Alacant,0,0,0,0,1,0
6314,850,85,2,1,Alacant,1,0,0,0,1,0
6315,1100,155,3,2,Alacant,1,0,0,0,1,0
6316,550,88,2,1,Alacant,0,0,0,0,1,0
6317,800,100,3,2,Alacant,0,0,0,1,1,0
6318,700,91,3,1,Alacant,0,0,0,1,1,0
6319,700,70,2,1,Alacant,0,0,0,1,1,0
6320,650,80,3,1,Alacant,1,0,0,0,1,0
6321,1700,350,7,2,Alacant,0,0,0,1,1,0
6322,700,75,3,3,Alacant,0,0,0,1,1,0
6323,500,60,3,2,Alacant,1,0,0,0,1,0
6324,1700,350,8,3,Alacant,0,0,0,1,1,0
6325,475,85,3,1,Alacant,1,0,0,0,1,0
6327,900,130,3,2,Alacant,1,0,0,0,1,0
6328,500,75,2,1,Alacant,0,0,1,1,1,0
6329,450,100,3,2,Alacant,0,1,0,1,1,0
6330,500,75,2,1,Alacant,1,0,0,0,1,0
6331,500,50,1,1,Alacant,1,0,0,1,1,0
6332,700,90,3,2,Alacant,0,0,0,0,1,0
6333,675,105,3,2,Alacant,1,0,0,0,1,0
6334,700,51,1,1,Alacant,1,0,0,1,1,0
6335,700,100,2,2,Alacant,0,0,0,0,1,0
6336,1600,360,5,4,Alacant,0,0,1,1,1,0
6337,450,45,1,1,Alacant,1,0,0,0,1,0
6338,500,89,2,1,Alacant,0,0,0,1,1,0
6339,1850,184,4,2,Alacant,0,0,1,1,1,0
6340,675,59,2,2,Alacant,0,0,0,1,1,0
6341,750,74,2,1,Alacant,0,0,0,1,1,0
6342,480,112,3,2,Alacant,1,0,0,0,1,0
6343,600,110,3,2,Alacant,1,0,0,0,1,0
6344,1400,91,3,2,Alacant,0,0,0,1,1,0
6345,450,100,3,2,Alacant,1,0,0,0,1,0
6346,1500,150,5,3,Alacant,0,0,0,1,1,0
6347,1000,75,2,1,Alacant,1,1,0,0,1,0
6348,4000,245,3,4,Alacant,0,0,1,1,1,0
6349,500,120,3,2,Alacant,0,0,0,1,1,0
6350,800,86,3,2,Alacant,0,0,0,1,1,0
6351,700,120,3,2,Alacant,1,0,0,0,1,0
6352,950,168,3,2,Alacant,1,0,0,0,1,0
6353,3200,107,4,2,Alacant,1,0,0,1,1,0
6354,1950,210,3,3,Alacant,1,0,0,1,1,0
6356,490,30,1,1,Alacant,0,0,0,1,1,0
6357,430,120,4,1,Alacant,1,0,0,1,1,0
6358,400,60,2,1,Alacant,0,0,0,0,1,0
6360,610,60,1,1,Alacant,0,0,0,1,1,0
6361,800,95,3,2,Alacant,1,0,0,1,1,0
6362,800,76,2,1,Alacant,1,0,0,0,1,0
6363,650,80,2,2,Alacant,1,0,0,0,1,0
6364,500,55,1,1,Alacant,1,0,0,0,1,0
6365,400,90,3,2,Alacant,0,0,0,0,1,0
6366,400,70,2,1,Alacant,0,0,1,1,1,0
6367,400,80,3,1,Alacant,0,0,0,0,1,0
6369,400,70,2,1,Alacant,1,0,0,0,1,0
6370,495,34,1,1,Alacant,1,0,0,0,1,0
6371,400,140,3,2,Alacant,0,0,0,1,1,0
6372,1000,100,2,2,Alacant,0,0,1,1,1,0
6373,770,120,3,2,Alacant,1,0,0,0,1,0
6374,400,75,3,1,Alacant,0,0,0,0,1,0
6375,800,100,3,2,Alacant,1,0,0,0,1,0
6376,600,105,3,1,Alacant,1,0,0,0,1,0
6377,900,110,3,2,Alacant,0,0,0,1,1,0
6378,450,74,1,1,Alacant,0,0,0,1,1,0
6379,700,105,2,2,Alacant,1,0,0,0,1,0
6380,700,90,3,2,Alacant,0,0,0,0,1,0
6381,600,70,2,2,Alacant,0,0,0,1,1,0
6383,650,60,1,1,Alacant,1,0,0,0,1,0
6384,700,60,1,1,Alacant,0,0,0,0,1,0
6385,750,92,3,2,Alacant,1,0,0,0,1,0
6386,350,70,3,1,Alacant,0,0,0,0,1,0
6387,2300,307,4,4,Alacant,0,0,1,1,1,0
6388,570,100,3,2,Alacant,1,0,0,0,1,0
6389,650,65,2,1,Alacant,1,0,0,0,1,0
6390,425,75,2,1,Alacant,0,0,0,1,1,0
6391,800,70,2,1,Alacant,1,0,0,0,1,0
6392,630,48,1,1,Alacant,1,0,0,0,1,0
6393,600,81,3,2,Alacant,1,0,0,0,1,0
6394,550,55,2,2,Alacant,0,0,0,1,1,0
6395,420,100,4,1,Alacant,0,0,0,0,1,0
6396,425,90,3,2,Alacant,1,0,0,0,1,0
6397,480,90,3,2,Alacant,1,0,0,0,1,0
6398,500,175,3,2,Alacant,0,0,0,1,1,0
6399,1100,95,3,2,Alacant,1,0,0,0,1,0
6400,450,95,3,2,Alacant,1,0,0,0,1,0
6401,500,220,7,3,Alacant,1,0,0,0,1,0
6402,699,100,2,2,Alacant,0,0,0,0,1,0
6403,850,105,3,2,Alacant,1,0,0,0,1,0
6404,1600,100,2,4,Alacant,1,0,0,1,1,0
6405,500,40,1,1,Alacant,0,0,1,1,1,0
6406,1000,195,4,2,Alacant,1,0,0,0,1,0
6407,780,130,3,2,Alacant,1,0,0,0,1,0
6408,1200,130,3,2,Alacant,1,0,0,1,1,0
6409,650,50,1,1,Alacant,0,0,0,0,1,0
6411,1200,90,3,2,Alacant,1,0,0,0,1,0
6412,1100,95,3,2,Alacant,1,0,0,0,1,0
6413,550,85,2,1,Alacant,0,0,0,1,1,0
6414,850,65,1,1,Alacant,1,0,0,0,1,0
6415,630,85,3,2,Alacant,1,0,0,0,1,0
6416,1500,179,3,2,Alacant,0,1,0,0,1,0
6417,750,65,1,1,Alacant,1,0,0,1,1,0
6418,1000,120,3,3,Alacant,0,0,0,0,1,0
6419,450,50,1,1,Alacant,1,0,0,1,1,0
6420,495,95,4,1,Alacant,1,0,0,0,1,0
6421,400,90,4,2,Alacant,1,0,0,0,1,0
6422,800,85,2,1,Alacant,1,0,0,0,1,0
6423,950,109,3,2,Alacant,1,0,0,0,1,0
6424,900,140,3,2,Alacant,0,0,1,1,1,0
6425,590,55,1,1,Alacant,1,0,0,1,1,0
6426,460,65,2,1,Alacant,0,0,0,0,1,0
6427,580,95,2,1,Alacant,0,0,0,0,1,0
6429,1500,170,3,2,Alacant,0,0,0,1,1,0
6430,680,87,2,2,Alacant,1,0,0,0,1,0
6431,700,100,2,3,Alacant,0,0,0,1,1,0
6432,275,50,1,1,Alacant,0,0,0,0,1,0
6433,750,88,3,2,Alacant,1,0,0,0,1,0
6434,275,50,1,1,Alacant,0,0,0,0,1,0
6435,600,90,2,1,Alacant,1,0,0,0,1,0
6436,590,50,1,1,Alacant,1,0,0,1,1,0
6437,500,84,2,2,Alacant,1,1,0,0,1,0
6438,750,73,2,1,Alacant,1,1,0,0,1,0
6439,850,115,3,2,Alacant,0,1,0,1,1,0
6440,500,90,3,1,Alacant,0,0,0,1,1,0
6441,1600,178,3,1,Alacant,0,0,0,1,1,0
6442,850,130,3,2,Alacant,0,0,0,1,1,0
6443,750,130,3,2,Alacant,1,0,0,0,1,0
6444,2200,200,4,3,Alacant,0,0,1,1,1,0
6445,1500,100,3,2,Alacant,1,0,0,0,1,0
6446,525,50,1,1,Alacant,1,1,0,0,1,0
6447,1200,140,4,2,Alacant,0,1,0,1,1,0
6448,480,80,2,1,Alacant,1,0,0,0,1,0
6449,850,130,3,2,Alacant,0,0,0,1,1,0
6450,1300,157,4,3,Alacant,1,0,0,0,1,0
6451,1800,100,3,2,Alacant,0,0,1,1,1,0
6453,2500,140,3,2,Alacant,1,0,0,0,1,0
6454,1600,156,4,3,Alacant,0,0,0,1,1,0
6455,600,80,3,1,Alacant,1,0,0,0,1,0
6456,750,75,2,1,Alacant,0,0,0,1,1,0
6457,2600,280,5,2,Alacant,0,0,1,1,1,0
6458,1500,50,2,1,Alacant,0,0,1,0,1,0
6459,950,85,2,2,Alacant,1,0,0,0,1,0
6460,2700,200,3,4,Alacant,0,0,1,1,1,0
6461,700,62,1,1,Alacant,1,0,0,0,1,0
6462,790,95,2,1,Alacant,0,0,0,1,1,0
6463,650,75,2,1,Alacant,0,0,0,1,1,0
6464,550,87,3,1,Alacant,1,0,0,0,1,0
6465,700,75,2,2,Alacant,0,0,0,1,1,0
6466,500,50,2,1,Alacant,1,0,0,0,1,0
6467,575,68,2,1,Alacant,1,0,0,0,1,0
6468,2500,280,5,4,Alacant,0,0,0,1,1,0
6469,600,70,2,1,Alacant,1,0,0,0,1,0
6470,700,100,3,1,Alacant,1,0,0,0,1,0
6471,600,265,4,3,Alacant,0,0,0,0,1,0
6472,450,80,3,1,Alacant,0,0,0,0,1,0
6473,420,77,3,1,Alacant,0,0,0,0,1,0
6474,800,120,2,2,Alacant,1,0,0,0,1,0
6475,900,90,2,2,Alacant,1,0,0,0,1,0
6476,1800,162,3,3,Alacant,1,0,0,0,1,0
6477,400,117,4,2,Alacant,0,0,0,0,1,0
6478,950,129,3,2,Alacant,1,0,0,0,1,0
6479,600,95,2,2,Alacant,1,0,0,0,1,0
6480,850,70,2,2,Alacant,1,0,0,0,1,0
6481,850,175,2,2,Alacant,0,1,0,1,1,0
6482,650,65,2,1,Alacant,0,0,0,0,1,0
6483,800,230,4,1,Alacant,0,0,0,0,1,0
6484,900,90,3,1,Alacant,0,0,0,1,1,0
6485,450,90,3,2,Alacant,1,0,0,0,1,0
6486,500,89,3,2,Alacant,1,0,0,0,1,0
6487,450,43,1,1,Alacant,0,0,0,1,1,0
6488,400,110,3,2,Alacant,0,0,0,0,1,0
6489,700,100,3,2,Alacant,1,1,0,0,1,0
6490,450,70,2,1,Alacant,0,0,0,1,1,0
6491,600,70,2,2,Alacant,0,0,0,0,1,0
