id;title;status;release_date;revenue;runtime;adult;budget;imdb_id;original_language;original_title;genre;averageRating;year;nominees;awards;ROI
27205;Inception;Released;15/07/2010;825532764;148;FALSO;160000000;tt1375666;en;Inception;Action;88;2010.0;8.0;4.0;5.159579775
157336;Interstellar;Released;05/11/2014;701729206;169;FALSO;165000000;tt0816692;en;Interstellar;Adventure;87;2014.0;5.0;1.0;4.252904278787879
155;The Dark Knight;Released;16/07/2008;1004558444;152;FALSO;185000000;tt0468569;en;The Dark Knight;Drama;91;2008.0;8.0;2.0;5.430045643243243
19995;Avatar;Released;15/12/2009;2923706026;162;FALSO;237000000;tt0499549;en;Avatar;Action;79;2009.0;9.0;3.0;12.336312345991562
24428;The Avengers;Released;25/04/2012;1518815515;143;FALSO;220000000;tt0848228;en;The Avengers;Science Fiction;80;2012.0;1.0;0.0;6.903706886363636
293660;Deadpool;Released;09/02/2016;783100000;108;FALSO;58000000;tt1431045;en;Deadpool;Action;80;2016.0;0.0;0.0;13.501724137931035
299536;Avengers: Infinity War;Released;25/04/2018;2052415039;149;FALSO;300000000;tt4154756;en;Avengers: Infinity War;Adventure;84;2018.0;1.0;0.0;6.841383463333333
550;Fight Club;Released;15/10/1999;100853753;139;FALSO;63000000;tt0137523;en;Fight Club;Drama;88;1999.0;1.0;0.0;1.6008532222222223
118340;Guardians of the Galaxy;Released;30/07/2014;772776600;121;FALSO;170000000;tt2015381;en;Guardians of the Galaxy;Action;80;2014.0;2.0;0.0;4.545744705882353
680;Pulp Fiction;Released;10/09/1994;213900000;154;FALSO;8500000;tt0110912;en;Pulp Fiction;Thriller;88;1994.0;7.0;1.0;25.16470588235294
13;Forrest Gump;Released;23/06/1994;677387716;142;FALSO;55000000;tt0109830;en;Forrest Gump;Comedy;88;1994.0;13.0;6.0;12.316140290909091
671;Harry Potter and the Philosopher's Stone;Released;16/11/2001;976475550;152;FALSO;125000000;tt0241527;en;Harry Potter and the Philosopher's Stone;Adventure;77;2001.0;3.0;0.0;7.8118044
1726;Iron Man;Released;30/04/2008;585174222;126;FALSO;140000000;tt0371746;en;Iron Man;Action;79;2008.0;2.0;0.0;4.179815871428572
68718;Django Unchained;Released;25/12/2012;425368238;165;FALSO;100000000;tt1853728;en;Django Unchained;Drama;85;2012.0;5.0;2.0;4.25368238
278;The Shawshank Redemption;Released;23/09/1994;28341469;142;FALSO;25000000;tt0111161;en;The Shawshank Redemption;Drama;93;1994.0;7.0;0.0;1.13365876
299534;Avengers: Endgame;Released;24/04/2019;2800000000;181;FALSO;356000000;tt4154796;en;Avengers: Endgame;Adventure;84;2019.0;1.0;0.0;7.865168539325842
603;The Matrix;Released;30/03/1999;463517383;136;FALSO;63000000;tt0133093;en;The Matrix;Action;87;1999.0;4.0;4.0;7.357418777777778
597;Titanic;Released;18/11/1997;2264162353;194;FALSO;200000000;tt0120338;en;Titanic;Drama;80;1997.0;14.0;11.0;11.320811765
475557;Joker;Released;01/10/2019;1074458282;122;FALSO;55000000;tt7286456;en;Joker;Crime;83;2019.0;11.0;2.0;19.535605127272728
120;The Lord of the Rings: The Fellowship of the Ring;Released;18/12/2001;871368364;179;FALSO;93000000;tt0120737;en;The Lord of the Rings: The Fellowship of the Ring;Adventure;89;2001.0;13.0;4.0;9.369552301075268
122;The Lord of the Rings: The Return of the King;Released;01/12/2003;1118888979;201;FALSO;94000000;tt0167260;en;The Lord of the Rings: The Return of the King;Adventure;90;2003.0;11.0;11.0;11.903074244680852
11324;Shutter Island;Released;14/02/2010;294800000;138;FALSO;80000000;tt1130884;en;Shutter Island;Drama;82;2010.0;0.0;0.0;3.685
106646;The Wolf of Wall Street;Released;25/12/2013;392000000;180;FALSO;100000000;tt0993846;en;The Wolf of Wall Street;Crime;82;2013.0;5.0;0.0;3.92
99861;Avengers: Age of Ultron;Released;22/04/2015;1405403694;141;FALSO;365000000;tt2395427;en;Avengers: Age of Ultron;Action;73;2015.0;0.0;0.0;3.8504210794520546
271110;Captain America: Civil War;Released;27/04/2016;1155046416;147;FALSO;250000000;tt3498820;en;Captain America: Civil War;Adventure;78;2016.0;0.0;0.0;4.620185664
49026;The Dark Knight Rises;Released;17/07/2012;1081041287;165;FALSO;250000000;tt1345836;en;The Dark Knight Rises;Action;84;2012.0;0.0;0.0;4.324165148
68721;Iron Man 3;Released;18/04/2013;1215577205;130;FALSO;200000000;tt1300854;en;Iron Man 3;Action;71;2013.0;1.0;0.0;6.077886025
284054;Black Panther;Released;13/02/2018;1349926083;135;FALSO;200000000;tt1825683;en;Black Panther;Action;73;2018.0;7.0;3.0;6.749630415
284052;Doctor Strange;Released;25/10/2016;676343174;115;FALSO;180000000;tt1211837;en;Doctor Strange;Action;75;2016.0;1.0;0.0;3.757462077777778
76341;Mad Max: Fury Road;Released;13/05/2015;378858340;121;FALSO;150000000;tt1392190;en;Mad Max: Fury Road;Action;81;2015.0;10.0;6.0;2.5257222666666665
16869;Inglourious Basterds;Released;19/08/2009;321457747;153;FALSO;70000000;tt0361748;en;Inglourious Basterds;Drama;84;2009.0;8.0;1.0;4.592253528571429
70160;The Hunger Games;Released;12/03/2012;694394724;142;FALSO;75000000;tt1392170;en;The Hunger Games;Science Fiction;72;2012.0;0.0;0.0;9.25859632
315635;Spider-Man: Homecoming;Released;05/07/2017;880166924;133;FALSO;175000000;tt2250912;en;Spider-Man: Homecoming;Action;74;2017.0;0.0;0.0;5.02952528
672;Harry Potter and the Chamber of Secrets;Released;13/11/2002;876688482;161;FALSO;100000000;tt0295297;en;Harry Potter and the Chamber of Secrets;Adventure;75;2002.0;0.0;0.0;8.76688482
283995;Guardians of the Galaxy Vol. 2;Released;19/04/2017;863756051;137;FALSO;200000000;tt3896198;en;Guardians of the Galaxy Vol. 2;Science Fiction;76;2017.0;1.0;0.0;4.318780255
121;The Lord of the Rings: The Two Towers;Released;18/12/2002;926287400;179;FALSO;79000000;tt0167261;en;The Lord of the Rings: The Two Towers;Adventure;88;2002.0;6.0;2.0;11.725156962025316
1771;Captain America: The First Avenger;Released;22/07/2011;370569774;124;FALSO;140000000;tt0458339;en;Captain America: The First Avenger;Action;69;2011.0;0.0;0.0;2.646926957142857
297761;Suicide Squad;Released;03/08/2016;746846894;123;FALSO;175000000;tt1386697;en;Suicide Squad;Action;59;2016.0;1.0;1.0;4.267696537142857
673;Harry Potter and the Prisoner of Azkaban;Released;31/05/2004;789804554;141;FALSO;130000000;tt0304141;en;Harry Potter and the Prisoner of Azkaban;Adventure;79;2004.0;2.0;0.0;6.075419646153846
10195;Thor;Released;21/04/2011;449326618;115;FALSO;150000000;tt0800369;en;Thor;Adventure;70;2011.0;0.0;0.0;2.995510786666667
10138;Iron Man 2;Released;28/04/2010;623933331;124;FALSO;200000000;tt1228705;en;Iron Man 2;Adventure;69;2010.0;1.0;0.0;3.119666655
272;Batman Begins;Released;10/06/2005;374218673;140;FALSO;150000000;tt0372784;en;Batman Begins;Action;82;2005.0;1.0;0.0;2.4947911533333333
284053;Thor: Ragnarok;Released;02/10/2017;855301806;131;FALSO;180000000;tt3501632;en;Thor: Ragnarok;Action;79;2017.0;0.0;0.0;4.7516767
150540;Inside Out;Released;09/06/2015;857611174;95;FALSO;175000000;tt2096673;en;Inside Out;Animation;81;2015.0;2.0;1.0;4.90063528
135397;Jurassic World;Released;06/06/2015;1671537444;124;FALSO;150000000;tt0369610;en;Jurassic World;Action;69;2015.0;0.0;0.0;11.14358296
807;Se7en;Released;22/09/1995;327311859;127;FALSO;33000000;tt0114369;en;Se7en;Crime;86;1995.0;1.0;0.0;9.918541181818181
674;Harry Potter and the Goblet of Fire;Released;16/11/2005;895921036;157;FALSO;150000000;tt0330373;en;Harry Potter and the Goblet of Fire;Adventure;77;2005.0;1.0;0.0;5.9728069066666665
22;Pirates of the Caribbean: The Curse of the Black Pearl;Released;09/07/2003;655011224;143;FALSO;140000000;tt0325980;en;Pirates of the Caribbean: The Curse of the Black Pearl;Adventure;81;2003.0;5.0;0.0;4.6786516
12445;Harry Potter and the Deathly Hallows: Part 2;Released;12/07/2011;1341511219;130;FALSO;125000000;tt1201607;en;Harry Potter and the Deathly Hallows: Part 2;Fantasy;81;2011.0;3.0;0.0;10.732089752
297762;Wonder Woman;Released;30/05/2017;822854286;141;FALSO;149000000;tt0451279;en;Wonder Woman;Action;73;2017.0;0.0;0.0;5.5225119865771815
14160;Up;Released;28/05/2009;735099082;96;FALSO;175000000;tt1049413;en;Up;Animation;83;2009.0;5.0;2.0;4.200566182857143
102899;Ant-Man;Released;14/07/2015;519311965;117;FALSO;130000000;tt0478970;en;Ant-Man;Science Fiction;72;2015.0;0.0;0.0;3.9947074230769233
286217;The Martian;Released;30/09/2015;630600000;141;FALSO;108000000;tt3659388;en;The Martian;Drama;80;2015.0;7.0;0.0;5.838888888888889
105;Back to the Future;Released;03/07/1985;381109762;116;FALSO;19000000;tt0088763;en;Back to the Future;Adventure;85;1985.0;4.0;1.0;20.05840852631579
140607;Star Wars: The Force Awakens;Released;15/12/2015;2068223624;136;FALSO;245000000;tt2488496;en;Star Wars: The Force Awakens;Adventure;77;2015.0;5.0;0.0;8.44172907755102
675;Harry Potter and the Order of the Phoenix;Released;08/07/2007;938212738;138;FALSO;150000000;tt0373889;en;Harry Potter and the Order of the Phoenix;Adventure;75;2007.0;0.0;0.0;6.254751586666667
767;Harry Potter and the Half-Blood Prince;Released;15/07/2009;933959197;153;FALSO;250000000;tt0417741;en;Harry Potter and the Half-Blood Prince;Adventure;76;2009.0;1.0;0.0;3.735836788
263115;Logan;Released;28/02/2017;619021436;137;FALSO;97000000;tt3315342;en;Logan;Action;81;2017.0;1.0;0.0;6.381664288659794
12;Finding Nemo;Released;30/05/2003;940335536;100;FALSO;94000000;tt0266543;en;Finding Nemo;Animation;82;2003.0;4.0;1.0;10.003569531914893
346364;It;Released;06/09/2017;701800000;135;FALSO;40000000;tt1396484;en;It;Horror;73;2017.0;0.0;0.0;17.545
245891;John Wick;Released;22/10/2014;88761661;101;FALSO;20000000;tt2911666;en;John Wick;Action;75;2014.0;0.0;0.0;4.43808305
259316;Fantastic Beasts and Where to Find Them;Released;16/11/2016;809342332;132;FALSO;180000000;tt3183660;en;Fantastic Beasts and Where to Find Them;Fantasy;72;2016.0;2.0;1.0;4.496346288888889
12444;Harry Potter and the Deathly Hallows: Part 1;Released;17/11/2010;954305868;146;FALSO;250000000;tt0926084;en;Harry Potter and the Deathly Hallows: Part 1;Adventure;77;2010.0;2.0;0.0;3.817223472
354912;Coco;Released;27/10/2017;800526015;105;FALSO;175000000;tt2380307;en;Coco;Family;84;2017.0;2.0;2.0;4.574434371428572
100402;Captain America: The Winter Soldier;Released;20/03/2014;714766572;136;FALSO;170000000;tt1843866;en;Captain America: The Winter Soldier;Action;77;2014.0;1.0;0.0;4.204509247058824
557;Spider-Man;Released;01/05/2002;821708551;121;FALSO;139000000;tt0145487;en;Spider-Man;Fantasy;74;2002.0;2.0;0.0;5.911572309352518
10681;WALL·E;Released;22/06/2008;521311860;98;FALSO;180000000;tt0910970;en;WALL·E;Animation;84;2008.0;6.0;1.0;2.896177
210577;Gone Girl;Released;01/10/2014;369330363;149;FALSO;61000000;tt2267998;en;Gone Girl;Mystery;81;2014.0;1.0;0.0;6.054596114754099
49051;The Hobbit: An Unexpected Journey;Released;12/12/2012;1021103568;169;FALSO;250000000;tt0903624;en;The Hobbit: An Unexpected Journey;Adventure;78;2012.0;3.0;0.0;4.084414272
585;Monsters, Inc.;Released;01/11/2001;579707738;92;FALSO;115000000;tt0198781;en;Monsters, Inc.;Animation;81;2001.0;4.0;1.0;5.040936852173913
862;Toy Story;Released;30/10/1995;394400000;81;FALSO;30000000;tt0114709;en;Toy Story;Animation;83;1995.0;4.0;1.0;13.146666666666667
281957;The Revenant;Released;25/12/2015;532950503;157;FALSO;135000000;tt1663202;en;The Revenant;Western;80;2015.0;12.0;3.0;3.9477815037037036
209112;Batman v Superman: Dawn of Justice;Released;23/03/2016;873637528;152;FALSO;250000000;tt2975590;en;Batman v Superman: Dawn of Justice;Action;64;2016.0;0.0;0.0;3.494550112
8587;The Lion King;Released;24/06/1994;763455561;89;FALSO;45000000;tt0110357;en;The Lion King;Family;85;1994.0;4.0;2.0;16.96567913333333
98;Gladiator;Released;04/05/2000;465361176;155;FALSO;103000000;tt0172495;en;Gladiator;Action;85;2000.0;12.0;5.0;4.518069669902912
37165;The Truman Show;Released;04/06/1998;264118201;103;FALSO;60000000;tt0120382;en;The Truman Show;Comedy;82;1998.0;3.0;0.0;4.401970016666667
9806;The Incredibles;Released;27/10/2004;631442092;115;FALSO;92000000;tt0317705;en;The Incredibles;Action;80;2004.0;4.0;2.0;6.863501
329865;Arrival;Released;10/11/2016;203388186;116;FALSO;47000000;tt2543164;en;Arrival;Drama;79;2016.0;8.0;1.0;4.327408212765958
496243;Parasite;Released;30/05/2019;257591776;133;FALSO;11363000;tt6751668;ko;기생충;Comedy;85;2019.0;6.0;4.0;22.669345771363197
76338;Thor: The Dark World;Released;30/10/2013;644783140;112;FALSO;170000000;tt1981115;en;Thor: The Dark World;Action;67;2013.0;0.0;0.0;3.792842
1930;The Amazing Spider-Man;Released;23/06/2012;757930663;136;FALSO;215000000;tt0948470;en;The Amazing Spider-Man;Action;69;2012.0;0.0;0.0;3.525258897674419
381288;Split;Released;19/01/2017;278454358;117;FALSO;9000000;tt4972582;en;Split;Horror;73;2017.0;0.0;0.0;30.93937311111111
383498;Deadpool 2;Released;10/05/2018;785896609;120;FALSO;110000000;tt5463162;en;Deadpool 2;Action;76;2018.0;0.0;0.0;7.144514627272727
694;The Shining;Released;23/05/1980;44781695;144;FALSO;19000000;tt0081505;en;The Shining;Horror;84;1980.0;0.0;0.0;2.3569313157894736
24;Kill Bill: Vol. 1;Released;10/10/2003;180906076;111;FALSO;30000000;tt0266697;en;Kill Bill: Vol. 1;Action;82;2003.0;0.0;0.0;6.030202533333333
101299;The Hunger Games: Catching Fire;Released;15/11/2013;865011746;146;FALSO;130000000;tt1951264;en;The Hunger Games: Catching Fire;Adventure;75;2013.0;0.0;0.0;6.653936507692308
77338;The Intouchables;Released;02/11/2011;426588510;113;FALSO;13000000;tt1675434;fr;Intouchables;Drama;85;2011.0;0.0;0.0;32.81450076923077
419430;Get Out;Released;24/02/2017;255407969;104;FALSO;4500000;tt5052448;en;Get Out;Mystery;78;2017.0;4.0;1.0;56.757326444444445
205596;The Imitation Game;Released;14/11/2014;233555708;113;FALSO;14000000;tt2084970;en;The Imitation Game;History;80;2014.0;8.0;1.0;16.68255057142857
424694;Bohemian Rhapsody;Released;24/10/2018;903992901;135;FALSO;52000000;tt1727824;en;Bohemian Rhapsody;Music;79;2018.0;5.0;4.0;17.384478865384615
497;The Green Mile;Released;10/12/1999;286801374;189;FALSO;60000000;tt0120689;en;The Green Mile;Fantasy;86;1999.0;4.0;0.0;4.7800229
198663;The Maze Runner;Released;10/09/2014;348319861;113;FALSO;34000000;tt1790864;en;The Maze Runner;Action;68;2014.0;0.0;0.0;10.244701794117647
18785;The Hangover;Released;02/06/2009;469310836;100;FALSO;35000000;tt1119646;en;The Hangover;Comedy;77;2009.0;0.0;0.0;13.408881028571429
1891;The Empire Strikes Back;Released;20/05/1980;538400000;124;FALSO;18000000;tt0080684;en;The Empire Strikes Back;Adventure;87;1980.0;4.0;2.0;29.91111111111111
808;Shrek;Released;18/05/2001;487853320;90;FALSO;60000000;tt0126029;en;Shrek;Animation;79;2001.0;2.0;1.0;8.130888666666667
2062;Ratatouille;Released;28/06/2007;623726000;111;FALSO;150000000;tt0382932;en;Ratatouille;Animation;81;2007.0;5.0;1.0;4.158173333333333
207703;Kingsman: The Secret Service;Released;13/12/2014;414351546;129;FALSO;81000000;tt2802144;en;Kingsman: The Secret Service;Crime;77;2014.0;0.0;0.0;5.115451185185186
313369;La La Land;Released;29/11/2016;447407695;129;FALSO;30000000;tt3783958;en;La La Land;Comedy;80;2016.0;14.0;6.0;14.913589833333333
109445;Frozen;Released;20/11/2013;1274219009;102;FALSO;150000000;tt2294629;en;Frozen;Animation;74;2013.0;2.0;2.0;8.494793393333333
374720;Dunkirk;Released;19/07/2017;527000000;107;FALSO;150000000;tt5013056;en;Dunkirk;War;78;2017.0;8.0;3.0;3.513333333333333
269149;Zootopia;Released;11/02/2016;1023784195;109;FALSO;150000000;tt2948356;en;Zootopia;Animation;80;2016.0;1.0;1.0;6.825227966666667
240832;Lucy;Released;25/07/2014;458863600;89;FALSO;40000000;tt2872732;en;Lucy;Action;64;2014.0;0.0;0.0;11.47159
329;Jurassic Park;Released;11/06/1993;920100000;127;FALSO;63000000;tt0107290;en;Jurassic Park;Adventure;82;1993.0;3.0;3.0;14.604761904761904
274;The Silence of the Lambs;Released;14/02/1991;272742922;119;FALSO;19000000;tt0102926;en;The Silence of the Lambs;Crime;86;1991.0;7.0;5.0;14.354890631578947
129;Spirited Away;Released;20/07/2001;274925095;125;FALSO;19000000;tt0245429;ja;千と千尋の神隠し;Animation;86;2001.0;1.0;1.0;14.469741842105263
321612;Beauty and the Beast;Released;16/03/2017;1266115964;129;FALSO;160000000;tt2771200;en;Beauty and the Beast;Family;71;2017.0;2.0;0.0;7.913224775
58;Pirates of the Caribbean: Dead Man's Chest;Released;06/07/2006;1065659812;151;FALSO;200000000;tt0383574;en;Pirates of the Caribbean: Dead Man's Chest;Adventure;74;2006.0;4.0;1.0;5.32829906
177572;Big Hero 6;Released;24/10/2014;657827828;102;FALSO;165000000;tt2245084;en;Big Hero 6;Adventure;78;2014.0;1.0;1.0;3.986835321212121
75656;Now You See Me;Released;29/05/2013;351723989;116;FALSO;75000000;tt1670345;en;Now You See Me;Thriller;72;2013.0;0.0;0.0;4.689653186666667
131631;The Hunger Games: Mockingjay - Part 1;Released;19/11/2014;755356711;123;FALSO;125000000;tt1951265;en;The Hunger Games: Mockingjay - Part 1;Science Fiction;66;2014.0;0.0;0.0;6.042853688
335983;Venom;Released;28/09/2018;856085151;112;FALSO;116000000;tt1270797;en;Venom;Science Fiction;66;2018.0;0.0;0.0;7.380044405172414
1124;The Prestige;Released;19/10/2006;109676311;130;FALSO;40000000;tt0482571;en;The Prestige;Drama;85;2006.0;2.0;0.0;2.741907775
6479;I Am Legend;Released;12/12/2007;585410052;101;FALSO;150000000;tt0480249;en;I Am Legend;Drama;72;2007.0;0.0;0.0;3.90273368
857;Saving Private Ryan;Released;24/07/1998;481840909;169;FALSO;70000000;tt0120815;en;Saving Private Ryan;Drama;86;1998.0;11.0;5.0;6.8834415571428575
299537;Captain Marvel;Released;06/03/2019;1131416446;124;FALSO;152000000;tt4154664;en;Captain Marvel;Action;67;2019.0;0.0;0.0;7.44352925
339403;Baby Driver;Released;28/06/2017;226945087;113;FALSO;34000000;tt3890160;en;Baby Driver;Action;75;2017.0;3.0;0.0;6.6748555
424;Schindler's List;Released;15/12/1993;321365567;195;FALSO;22000000;tt0108052;en;Schindler's List;Drama;90;1993.0;12.0;7.0;14.607525772727273
1892;Return of the Jedi;Released;25/05/1983;572700000;132;FALSO;32350000;tt0086190;en;Return of the Jedi;Adventure;83;1983.0;5.0;1.0;17.7032457496136
429617;Spider-Man: Far From Home;Released;28/06/2019;1131927996;129;FALSO;160000000;tt6320628;en;Spider-Man: Far From Home;Action;73;2019.0;0.0;0.0;7.074549975
37724;Skyfall;Released;24/10/2012;1142471295;143;FALSO;200000000;tt1074638;en;Skyfall;Action;78;2012.0;5.0;2.0;5.712356475
49047;Gravity;Released;03/10/2013;723192705;91;FALSO;105000000;tt1454468;en;Gravity;Science Fiction;77;2013.0;10.0;7.0;6.887549571428571
127585;X-Men: Days of Future Past;Released;15/05/2014;747862775;132;FALSO;250000000;tt1877832;en;X-Men: Days of Future Past;Action;79;2014.0;1.0;0.0;2.9914511
333339;Ready Player One;Released;28/03/2018;607274134;140;FALSO;175000000;tt1677720;en;Ready Player One;Adventure;74;2018.0;1.0;0.0;3.4701379085714286
72190;World War Z;Released;20/06/2013;531865000;116;FALSO;200000000;tt0816711;en;World War Z;Action;70;2013.0;0.0;0.0;2.659325
640;Catch Me If You Can;Released;16/12/2002;352114312;141;FALSO;52000000;tt0264464;en;Catch Me If You Can;Drama;81;2002.0;2.0;0.0;6.771429076923077
330459;Rogue One: A Star Wars Story;Released;14/12/2016;1056057273;133;FALSO;200000000;tt3748528;en;Rogue One: A Star Wars Story;Action;78;2016.0;2.0;0.0;5.280286365
181808;Star Wars: The Last Jedi;Released;13/12/2017;1332698830;152;FALSO;200000000;tt2527336;en;Star Wars: The Last Jedi;Adventure;68;2017.0;4.0;0.0;6.66349415
49521;Man of Steel;Released;12/06/2013;668045518;143;FALSO;225000000;tt0770828;en;Man of Steel;Action;71;2013.0;0.0;0.0;2.969091191111111
20352;Despicable Me;Released;08/07/2010;533679475;95;FALSO;69000000;tt1323594;en;Despicable Me;Family;76;2010.0;0.0;0.0;7.734485144927536
558;Spider-Man 2;Released;25/06/2004;788976453;127;FALSO;200000000;tt0316654;en;Spider-Man 2;Action;75;2004.0;3.0;1.0;3.944882265
324857;Spider-Man: Into the Spider-Verse;Released;06/12/2018;375464627;117;FALSO;90000000;tt4633694;en;Spider-Man: Into the Spider-Verse;Action;84;2018.0;1.0;1.0;4.171829188888889
118;Charlie and the Chocolate Factory;Released;13/07/2005;474968763;115;FALSO;150000000;tt0367594;en;Charlie and the Chocolate Factory;Adventure;67;2005.0;1.0;0.0;3.16645842
244786;Whiplash;Released;10/10/2014;13092000;107;FALSO;3300000;tt2582802;en;Whiplash;Drama;85;2014.0;5.0;3.0;3.9672727272727273
1422;The Departed;Released;04/10/2006;291465000;151;FALSO;90000000;tt0407887;en;The Departed;Drama;85;2006.0;5.0;4.0;3.2385
120467;The Grand Budapest Hotel;Released;26/02/2014;174600318;100;FALSO;30000000;tt2278388;en;The Grand Budapest Hotel;Comedy;81;2014.0;9.0;4.0;5.8200106
10193;Toy Story 3;Released;16/06/2010;1066969703;103;FALSO;200000000;tt0435761;en;Toy Story 3;Animation;83;2010.0;5.0;2.0;5.334848515
77;Memento;Released;11/10/2000;39723096;113;FALSO;9000000;tt0209144;en;Memento;Mystery;84;2000.0;2.0;0.0;4.413677333333333
38;Eternal Sunshine of the Spotless Mind;Released;19/03/2004;72258126;108;FALSO;20000000;tt0338013;en;Eternal Sunshine of the Spotless Mind;Science Fiction;83;2004.0;2.0;1.0;3.6129063
101;Léon: The Professional;Released;14/09/1994;45284974;111;FALSO;16000000;tt0110413;en;Léon: The Professional;Crime;85;1994.0;0.0;0.0;2.830310875
44214;Black Swan;Released;03/12/2010;329398046;108;FALSO;13000000;tt0947798;en;Black Swan;Drama;80;2010.0;5.0;1.0;25.338311230769232
752;V for Vendetta;Released;23/02/2006;132511035;132;FALSO;54000000;tt0434409;en;V for Vendetta;Action;81;2006.0;0.0;0.0;2.4539080555555555
1893;Star Wars: Episode I - The Phantom Menace;Released;19/05/1999;924317558;136;FALSO;115000000;tt0120915;en;Star Wars: Episode I - The Phantom Menace;Adventure;65;1999.0;3.0;0.0;8.037543982608696
152601;Her;Released;18/12/2013;47351251;126;FALSO;23000000;tt1798709;en;Her;Romance;80;2013.0;5.0;1.0;2.058750043478261
285;Pirates of the Caribbean: At World's End;Released;19/05/2007;961000000;169;FALSO;300000000;tt0449088;en;Pirates of the Caribbean: At World's End;Adventure;72;2007.0;2.0;0.0;3.203333333333333
122917;The Hobbit: The Battle of the Five Armies;Released;10/12/2014;956019788;144;FALSO;250000000;tt2310332;en;The Hobbit: The Battle of the Five Armies;Action;74;2014.0;1.0;0.0;3.824079152
500;Reservoir Dogs;Released;02/09/1992;2859750;99;FALSO;1200000;tt0105236;en;Reservoir Dogs;Crime;83;1992.0;0.0;0.0;2.383125
273248;The Hateful Eight;Released;25/12/2015;155760117;188;FALSO;44000000;tt3460252;en;The Hateful Eight;Drama;78;2015.0;3.0;1.0;3.5400026590909093
10528;Sherlock Holmes;Released;23/12/2009;524028679;129;FALSO;90000000;tt0988045;en;Sherlock Holmes;Action;75;2009.0;2.0;0.0;5.822540877777778
12155;Alice in Wonderland;Released;03/03/2010;1025467110;108;FALSO;200000000;tt1014759;en;Alice in Wonderland;Family;64;2010.0;3.0;2.0;5.12733555
1865;Pirates of the Caribbean: On Stranger Tides;Released;15/05/2011;1045713802;137;FALSO;379000000;tt1298650;en;Pirates of the Caribbean: On Stranger Tides;Adventure;66;2011.0;0.0;0.0;2.7591393192612137
559;Spider-Man 3;Released;01/05/2007;894983373;139;FALSO;258000000;tt0413300;en;Spider-Man 3;Fantasy;63;2007.0;0.0;0.0;3.4689278023255814
447332;A Quiet Place;Released;03/04/2018;341000000;91;FALSO;17000000;tt6644200;en;A Quiet Place;Horror;75;2018.0;1.0;0.0;20.058823529411764
297802;Aquaman;Released;07/12/2018;1148528393;143;FALSO;160000000;tt1477834;en;Aquaman;Action;68;2018.0;0.0;0.0;7.17830245625
393;Kill Bill: Vol. 2;Released;16/04/2004;152159461;136;FALSO;30000000;tt0378194;en;Kill Bill: Vol. 2;Action;80;2004.0;0.0;0.0;5.071982033333334
920;Cars;Released;08/06/2006;461983149;117;FALSO;120000000;tt0317219;en;Cars;Animation;73;2006.0;2.0;0.0;3.849859575
863;Toy Story 2;Released;30/10/1999;497366869;92;FALSO;90000000;tt0120363;en;Toy Story 2;Animation;79;1999.0;1.0;0.0;5.526298544444445
607;Men in Black;Released;02/07/1997;589390539;98;FALSO;90000000;tt0119654;en;Men in Black;Action;73;1997.0;3.0;1.0;6.548783766666666
137113;Edge of Tomorrow;Released;27/05/2014;370541256;114;FALSO;178000000;tt1631867;en;Edge of Tomorrow;Action;79;2014.0;0.0;0.0;2.081692449438202
1271;300;Released;07/03/2007;456082343;117;FALSO;65000000;tt0416449;en;300;Action;76;2007.0;0.0;0.0;7.0166514307692305
353486;Jumanji: Welcome to the Jungle;Released;09/12/2017;995339117;119;FALSO;90000000;tt2283362;en;Jumanji: Welcome to the Jungle;Adventure;69;2017.0;0.0;0.0;11.059323522222222
78;Blade Runner;Released;25/06/1982;41722424;118;FALSO;28000000;tt0083658;en;Blade Runner;Science Fiction;81;1982.0;2.0;0.0;1.4900865714285714
1895;Star Wars: Episode III - Revenge of the Sith;Released;17/05/2005;850000000;140;FALSO;113000000;tt0121766;en;Star Wars: Episode III - Revenge of the Sith;Adventure;77;2005.0;1.0;0.0;7.522123893805309
324786;Hacksaw Ridge;Released;07/10/2016;175302354;139;FALSO;40000000;tt2119532;en;Hacksaw Ridge;Drama;81;2016.0;6.0;2.0;4.38255885
8966;Twilight;Released;20/11/2008;393616788;122;FALSO;37000000;tt1099212;en;Twilight;Fantasy;54;2008.0;0.0;0.0;10.638291567567567
62177;Brave;Released;21/06/2012;538983207;93;FALSO;185000000;tt1217209;en;Brave;Animation;71;2012.0;1.0;1.0;2.9134227405405406
363088;Ant-Man and the Wasp;Released;04/07/2018;622674139;119;FALSO;140000000;tt5095030;en;Ant-Man and the Wasp;Action;70;2018.0;0.0;0.0;4.447672421428571
102651;Maleficent;Released;28/05/2014;758539785;97;FALSO;180000000;tt1587310;en;Maleficent;Fantasy;69;2014.0;1.0;0.0;4.214109916666667
274870;Passengers;Released;21/12/2016;303144152;116;FALSO;110000000;tt1355644;en;Passengers;Drama;70;2016.0;2.0;0.0;2.7558559272727274
87827;Life of Pi;Released;20/11/2012;609016565;127;FALSO;120000000;tt0454876;en;Life of Pi;Adventure;79;2012.0;11.0;4.0;5.0751380416666665
264660;Ex Machina;Released;21/01/2015;36869414;108;FALSO;15000000;tt0470752;en;Ex Machina;Drama;77;2015.0;2.0;1.0;2.457960933333333
