match_id,date,odd_1,odd_2,surface,round,tournament_type,rank_diff,wins2meses_p1,wins2meses_p2,ratio_superficie_p1,ratio_superficie_p2,h2h,ratio_ronda_p1,ratio_ronda_p2,experiencia_p1,experiencia_p2,target,is_new_p1,is_new_p2
8324,2010-06-16,0.8438818565400843,0.1561181434599156,Grass,2nd Round,WTA250_o_menor,-33.0,0.8181818181818182,0.5,0.9090909090909091,0.5384615384615384,0.5,1.0,0.3142857142857143,104,112,1,0,0
8325,2010-06-17,0.645320197044335,0.354679802955665,Grass,Quarterfinals,WTA250_o_menor,-22.0,0.7,0.42857142857142855,0.5714285714285714,0.5,1.0,0.375,0.0,152,39,0,0,0
8326,2010-06-17,0.7662835249042146,0.2337164750957854,Grass,Quarterfinals,WTA250_o_menor,-52.0,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.75,0.0,51,25,1,0,0
8327,2010-06-17,0.5890052356020942,0.4109947643979057,Grass,Quarterfinals,WTA250_o_menor,-1.0,0.6363636363636364,0.7647058823529411,0.5,1.0,0.5,0.7142857142857143,1.0,104,43,0,0,0
8328,2010-06-17,0.8308157099697885,0.1691842900302115,Grass,Quarterfinals,WTA250_o_menor,-56.0,0.8333333333333334,0.6363636363636364,0.9166666666666666,0.5714285714285714,0.5,0.85,0.3333333333333333,105,46,1,0,0
8329,2010-06-18,0.1856677524429967,0.8143322475570033,Grass,Semifinals,WTA250_o_menor,14.0,0.7777777777777778,0.8461538461538461,1.0,0.9230769230769231,0.5,0.6666666666666666,0.7777777777777778,44,106,0,0,0
8330,2010-06-18,0.5585106382978724,0.4414893617021276,Grass,Semifinals,WTA250_o_menor,-32.0,0.6153846153846154,0.5,0.75,0.5714285714285714,0.5,0.3333333333333333,0.4,52,40,1,0,0
8331,2010-06-19,0.8116883116883117,0.1883116883116883,Grass,The Final,WTA250_o_menor,18.0,0.6428571428571429,0.8571428571428571,0.8,0.9285714285714286,0.5,1.0,0.9285714285714286,53,107,0,0,0
8332,2010-06-21,0.8308157099697885,0.1691842900302115,Grass,1st Round,GS,-156.0,0.3333333333333333,0.0,0.42857142857142855,0.0,1.0,0.85,0.3888888888888889,192,59,1,0,0
8333,2010-06-21,0.1447368421052631,0.8552631578947368,Grass,1st Round,GS,80.0,0.25,0.7333333333333333,0.4,0.782608695652174,0.0,0.3611111111111111,0.72,52,191,0,0,0
8334,2010-06-21,0.8308157099697885,0.1691842900302115,Grass,1st Round,GS,-59.0,0.5454545454545454,0.5,0.75,0.5,0.5,0.7586206896551724,0.5588235294117647,206,61,1,0,0
8335,2010-06-21,0.75,0.25,Grass,1st Round,GS,-24.0,0.5,0.0,0.35714285714285715,0.4,0.5,0.55,0.4444444444444444,35,30,0,0,0
8336,2010-06-21,0.645320197044335,0.354679802955665,Grass,1st Round,GS,-59.0,0.7,0.2,0.3333333333333333,0.6,0.5,0.5625,0.4,177,33,1,0,0
8337,2010-06-21,0.4225721784776903,0.5774278215223098,Grass,1st Round,GS,19.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.34615384615384615,0.3333333333333333,37,23,0,0,0
8338,2010-06-21,0.9216589861751152,0.0783410138248847,Grass,1st Round,GS,-113.0,0.6666666666666666,0.2,0.6666666666666666,0.0,0.5,1.0,0.3191489361702128,40,66,1,0,0
8339,2010-06-21,0.5,0.5,Grass,1st Round,GS,-2.0,0.5,0.2,0.25,0.25,0.5,0.5909090909090909,0.5357142857142857,36,48,0,0,0
8340,2010-06-21,0.3923076923076922,0.6076923076923076,Grass,1st Round,GS,26.0,0.0,0.5,0.18181818181818182,0.5,0.0,0.4117647058823529,0.7096774193548387,84,182,1,0,0
8341,2010-06-21,0.3373493975903614,0.6626506024096386,Grass,1st Round,GS,-21.0,0.4,0.375,0.0,0.4666666666666667,0.5,0.46511627906976744,0.453125,70,102,0,0,0
8342,2010-06-21,0.5890052356020942,0.4109947643979057,Grass,1st Round,GS,-129.0,0.3333333333333333,0.0,0.42857142857142855,0.5714285714285714,0.5,0.5238095238095238,0.5555555555555556,130,67,1,0,0
8343,2010-06-21,0.2765957446808511,0.7234042553191489,Grass,1st Round,GS,22.0,0.4444444444444444,0.5833333333333334,0.4,0.4666666666666667,0.5,0.5833333333333334,0.48214285714285715,43,105,0,0,0
8344,2010-06-21,0.6076923076923076,0.3923076923076922,Grass,1st Round,GS,-156.0,0.0,0.0,0.4,0.4,0.5,1.0,0.16666666666666666,2,7,1,1,1
8345,2010-06-21,0.645320197044335,0.354679802955665,Grass,1st Round,GS,-49.0,0.6923076923076923,0.2,0.5789473684210527,0.4,0.0,0.6521739130434783,0.5333333333333333,176,119,0,0,0
8346,2010-06-21,0.8143322475570033,0.1856677524429967,Grass,1st Round,GS,-51.0,0.42857142857142855,0.2857142857142857,0.5454545454545454,0.5,0.5,0.6666666666666666,0.2,111,26,1,0,0
8347,2010-06-21,0.204946996466431,0.7950530035335689,Grass,1st Round,GS,168.0,0.0,0.0,0.38461538461538464,0.6666666666666666,0.5,0.25,0.5555555555555556,20,17,0,0,0
8348,2010-06-21,0.6626506024096386,0.3373493975903614,Grass,1st Round,GS,-15.0,0.0,0.0,0.3333333333333333,0.4,0.5,0.5,1.0,59,2,1,0,1
8349,2010-06-21,0.6076923076923076,0.3923076923076922,Grass,1st Round,GS,4.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.28,0.2903225806451613,42,43,0,0,0
8350,2010-06-21,0.6880733944954128,0.3119266055045871,Grass,1st Round,GS,-127.0,0.5833333333333334,0.8,0.6666666666666666,0.8,0.0,0.525,0.5,99,6,1,0,1
8351,2010-06-21,0.1447368421052631,0.8552631578947368,Grass,1st Round,GS,231.0,0.0,0.7647058823529411,0.0,0.75,0.5,0.0,0.8888888888888888,4,258,0,1,0
8352,2010-06-21,0.6626506024096386,0.3373493975903614,Grass,1st Round,GS,-14.0,0.5,0.75,0.16666666666666666,0.4,0.5,0.4827586206896552,0.2727272727272727,94,16,1,0,0
8353,2010-06-21,0.204946996466431,0.7950530035335689,Grass,1st Round,GS,49.0,0.0,0.5833333333333334,0.3333333333333333,0.5,1.0,0.5116279069767442,0.5185185185185185,75,47,0,0,0
8354,2010-06-21,0.8308157099697885,0.1691842900302115,Grass,1st Round,GS,-65.0,0.4444444444444444,0.0,0.5,0.0,0.5,0.5,0.3,41,41,1,0,0
8355,2010-06-21,0.25,0.75,Grass,1st Round,GS,-11.0,0.75,0.6,0.0,0.42857142857142855,0.5,0.3888888888888889,0.5,29,29,0,0,0
8356,2010-06-21,0.3119266055045871,0.6880733944954128,Grass,1st Round,GS,100.0,0.5,0.3333333333333333,0.0,0.6,0.5,0.2857142857142857,0.5737704918032787,37,113,1,0,0
8357,2010-06-21,0.3923076923076922,0.6076923076923076,Grass,1st Round,GS,57.0,0.5,0.5,0.5263157894736842,0.5,0.5,0.7021276595744681,0.5,107,68,0,0,0
8358,2010-06-21,0.6880733944954128,0.3119266055045871,Grass,1st Round,GS,-100.0,0.6666666666666666,0.25,0.631578947368421,0.14285714285714285,0.5,0.7121212121212122,0.2727272727272727,176,29,1,0,0
8359,2010-06-21,0.0783410138248847,0.9216589861751152,Grass,1st Round,GS,41.0,0.75,0.8666666666666667,0.0,0.9333333333333333,0.5,0.5555555555555556,0.8888888888888888,35,108,0,0,0
8360,2010-06-21,0.6626506024096386,0.3373493975903614,Grass,1st Round,GS,17.0,0.7,0.42857142857142855,0.65,0.5555555555555556,0.5,0.509090909090909,0.6206896551724138,102,150,1,0,0
8361,2010-06-21,0.25,0.75,Grass,1st Round,GS,63.0,0.0,0.0,0.0,0.6,0.5,0.4,0.4230769230769231,80,51,0,0,0
8362,2010-06-21,0.9369144284821986,0.0630855715178013,Grass,1st Round,GS,-89.0,0.7692307692307693,0.5,0.95,0.3333333333333333,1.0,0.9354838709677419,0.45161290322580644,189,47,1,0,0
8363,2010-06-21,0.4225721784776903,0.5774278215223098,Grass,1st Round,GS,30.0,0.5454545454545454,0.7058823529411765,0.7058823529411765,0.5714285714285714,0.0,0.8620689655172413,0.7424242424242424,171,198,0,0,0
8364,2010-06-22,0.8955223880597014,0.1044776119402985,Grass,1st Round,GS,-61.0,0.4444444444444444,0.0,0.6956521739130435,0.45454545454545453,0.5,0.7796610169491526,0.48148148148148145,201,92,1,0,0
8365,2010-06-22,0.25,0.75,Grass,1st Round,GS,29.0,0.5714285714285714,0.5,0.5,0.5,0.5,0.6933333333333334,0.725,184,232,0,0,0
8366,2010-06-22,0.625,0.375,Grass,1st Round,GS,-81.0,0.5714285714285714,0.3333333333333333,0.25,0.21428571428571427,0.5,0.5454545454545454,0.4,20,59,1,0,0
8367,2010-06-22,0.645320197044335,0.354679802955665,Grass,1st Round,GS,-85.0,0.6,0.5,0.6666666666666666,0.7,0.0,0.5833333333333334,0.6136363636363636,54,160,0,0,0
8368,2010-06-22,0.8751458576429404,0.1248541423570595,Grass,1st Round,GS,-74.0,0.5,0.4,0.6470588235294118,0.0,0.5,0.8846153846153846,0.45454545454545453,201,78,1,0,0
8369,2010-06-22,0.1447368421052631,0.8552631578947368,Grass,1st Round,GS,82.0,0.0,0.5,0.3333333333333333,0.6428571428571429,0.5,0.4782608695652174,0.6818181818181818,79,118,0,0,0
8370,2010-06-22,0.9369144284821986,0.0630855715178013,Grass,1st Round,GS,-147.0,0.7272727272727273,0.6,0.8947368421052632,0.6,1.0,0.9523809523809523,0.6666666666666666,167,36,1,0,0
8371,2010-06-22,0.625,0.375,Grass,1st Round,GS,-53.0,0.5,0.0,0.4,0.25,0.5,0.5581395348837209,0.47619047619047616,81,79,0,0,0
8372,2010-06-22,0.3119266055045871,0.6880733944954128,Grass,1st Round,GS,74.0,0.6,0.8,0.3333333333333333,0.5789473684210527,0.5,0.53125,0.74,131,153,1,0,0
8373,2010-06-22,0.4623655913978494,0.5376344086021505,Grass,1st Round,GS,25.0,0.3333333333333333,0.2,0.2222222222222222,0.0,0.5,0.40229885057471265,0.2222222222222222,136,53,0,0,0
8374,2010-06-22,0.3119266055045871,0.6880733944954128,Grass,1st Round,GS,95.0,0.0,0.2,0.2,0.45454545454545453,0.5,0.3157894736842105,0.6081081081081081,55,156,1,0,0
8375,2010-06-22,0.5376344086021505,0.4623655913978494,Grass,1st Round,GS,110.0,0.3333333333333333,0.0,0.3333333333333333,0.4,0.5,0.25,0.35714285714285715,5,19,0,1,0
8376,2010-06-22,0.4109947643979057,0.5890052356020942,Grass,1st Round,GS,7.0,0.2,0.4444444444444444,0.0,0.5714285714285714,1.0,0.5128205128205128,0.5423728813559322,76,120,1,0,0
8377,2010-06-22,0.2677824267782427,0.7322175732217574,Grass,1st Round,GS,17.0,0.4,0.375,0.3333333333333333,0.0,0.5,0.48484848484848486,0.5172413793103449,55,104,0,0,0
8378,2010-06-22,0.375,0.625,Grass,1st Round,GS,37.0,0.16666666666666666,0.4444444444444444,0.25,0.16666666666666666,1.0,0.45454545454545453,0.5538461538461539,77,139,1,0,0
8379,2010-06-22,0.5585106382978724,0.4414893617021276,Grass,1st Round,GS,-20.0,0.7142857142857143,0.6363636363636364,0.4444444444444444,0.5,0.0,0.7076923076923077,0.7,156,153,0,0,0
8380,2010-06-22,0.9057971014492752,0.0942028985507246,Grass,1st Round,GS,-110.0,0.7857142857142857,0.6666666666666666,0.7391304347826086,0.4,0.5,0.9047619047619048,0.2222222222222222,139,13,1,0,0
8381,2010-06-22,0.3373493975903614,0.6626506024096386,Grass,1st Round,GS,33.0,0.6666666666666666,0.7368421052631579,0.0,0.75,0.5,0.3888888888888889,0.55,28,45,0,0,0
8382,2010-06-22,0.5890052356020942,0.4109947643979057,Grass,1st Round,GS,1.0,0.42857142857142855,0.4444444444444444,0.5,0.42857142857142855,0.0,0.5737704918032787,0.6666666666666666,113,179,1,0,0
8383,2010-06-22,0.1169977924944812,0.8830022075055188,Grass,1st Round,GS,76.0,0.75,0.7894736842105263,0.5,0.7619047619047619,0.5,0.5,0.75,24,154,0,0,0
8384,2010-06-22,0.9057971014492752,0.0942028985507246,Grass,1st Round,GS,-49.0,0.5833333333333334,0.3333333333333333,0.7222222222222222,0.2857142857142857,1.0,0.7758620689655172,0.5932203389830508,216,115,1,0,0
8385,2010-06-22,0.783001808318264,0.2169981916817359,Grass,1st Round,GS,4.0,0.4,0.2,0.7307692307692307,0.3333333333333333,0.5,0.47058823529411764,0.3695652173913043,95,69,0,0,0
8386,2010-06-22,0.7950530035335689,0.204946996466431,Grass,1st Round,GS,-29.0,0.42857142857142855,0.625,0.4444444444444444,0.375,1.0,0.7777777777777778,0.5,90,130,1,0,0
8387,2010-06-22,0.2169981916817359,0.783001808318264,Grass,1st Round,GS,171.0,0.6666666666666666,0.6,0.6666666666666666,0.6875,0.5,0.5,0.851063829787234,4,181,0,1,0
8388,2010-06-22,0.6626506024096386,0.3373493975903614,Grass,1st Round,GS,-43.0,0.8,0.4,0.5555555555555556,0.6666666666666666,0.5,0.47058823529411764,0.5102040816326531,133,93,1,0,0
8389,2010-06-22,0.645320197044335,0.354679802955665,Grass,1st Round,GS,-9.0,0.2222222222222222,0.6153846153846154,0.4117647058823529,0.25,0.5,0.6086956521739131,0.391304347826087,142,39,0,0,0
8390,2010-06-22,0.6880733944954128,0.3119266055045871,Grass,1st Round,GS,-61.0,0.36363636363636365,0.0,0.36363636363636365,0.0,0.5,0.6231884057971014,0.3103448275862069,154,39,1,0,0
8391,2010-06-22,0.4225721784776903,0.5774278215223098,Grass,1st Round,GS,101.0,0.0,0.25,0.4444444444444444,0.4,0.5,0.47058823529411764,0.5,58,6,0,0,1
8392,2010-06-22,0.3923076923076922,0.6076923076923076,Grass,1st Round,GS,27.0,0.2,0.0,0.2,0.5,0.5,0.45454545454545453,0.5,50,141,1,0,0
8393,2010-06-22,0.3119266055045871,0.6880733944954128,Grass,1st Round,GS,-34.0,0.0,0.0,0.0,0.4,0.5,0.2777777777777778,0.5,28,3,0,0,1
8394,2010-06-22,0.354679802955665,0.645320197044335,Grass,1st Round,GS,-31.0,0.0,0.6,0.0,0.3333333333333333,0.5,0.5384615384615384,0.4117647058823529,22,26,1,0,0
8395,2010-06-23,0.1561181434599156,0.8438818565400843,Grass,1st Round,GS,46.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.0,0.532258064516129,0.7719298245614035,105,205,0,0,0
8396,2010-06-23,0.4109947643979057,0.5890052356020942,Grass,2nd Round,GS,39.0,0.5714285714285714,0.3333333333333333,0.5,0.42857142857142855,0.5,0.5714285714285714,0.3333333333333333,38,60,1,0,0
8397,2010-06-23,0.1044776119402985,0.8955223880597014,Grass,2nd Round,GS,57.0,0.6153846153846154,0.875,0.5555555555555556,0.9375,0.0,0.3076923076923077,1.0,48,109,0,0,0
8398,2010-06-23,0.3119266055045871,0.6880733944954128,Grass,2nd Round,GS,39.0,0.5454545454545454,0.7222222222222222,0.5294117647058824,0.6,0.5,0.4,0.7368421052631579,69,199,1,0,0
8399,2010-06-23,0.645320197044335,0.354679802955665,Grass,2nd Round,GS,-26.0,0.3333333333333333,0.5714285714285714,0.45454545454545453,0.2857142857142857,0.5,0.5,0.21428571428571427,120,95,0,0,0
8400,2010-06-23,0.4623655913978494,0.5376344086021505,Grass,2nd Round,GS,40.0,0.3333333333333333,0.6153846153846154,0.75,0.5,0.5,0.4,0.4444444444444444,18,106,1,0,0
8401,2010-06-23,0.0783410138248847,0.9216589861751152,Grass,2nd Round,GS,96.0,0.3333333333333333,0.75,0.4,0.75,0.5,0.26666666666666666,0.75,49,41,0,0,0
8402,2010-06-23,0.7096069868995633,0.2903930131004367,Grass,2nd Round,GS,-95.0,0.7272727272727273,0.5,0.38461538461538464,0.5,0.5,0.5833333333333334,0.0,178,24,1,0,0
8403,2010-06-23,0.1336633663366336,0.8663366336633663,Grass,2nd Round,GS,70.0,0.25,0.75,0.25,0.7916666666666666,0.5,0.38095238095238093,0.8392857142857143,85,192,0,0,0
8404,2010-06-23,0.8308157099697885,0.1691842900302115,Grass,2nd Round,GS,-65.0,0.7857142857142857,0.7272727272727273,0.9523809523809523,0.6666666666666666,0.5,0.8666666666666667,0.39285714285714285,190,103,1,0,0
8405,2010-06-23,0.375,0.625,Grass,2nd Round,GS,41.0,0.5,0.6153846153846154,0.5555555555555556,0.6818181818181818,0.0,0.45454545454545453,0.6666666666666666,42,100,0,0,0
8406,2010-06-23,0.4109947643979057,0.5890052356020942,Grass,2nd Round,GS,57.0,0.6363636363636364,0.16666666666666666,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,30,52,1,0,0
8407,2010-06-23,0.2765957446808511,0.7234042553191489,Grass,2nd Round,GS,69.0,0.5,0.7,0.3333333333333333,0.65,0.5,0.2,0.6271186440677966,44,177,0,0,0
8408,2010-06-23,0.8308157099697885,0.1691842900302115,Grass,2nd Round,GS,-57.0,0.7777777777777778,0.4,0.7619047619047619,0.4666666666666667,1.0,0.9154929577464789,0.4358974358974359,259,131,1,0,0
8409,2010-06-23,0.1561181434599156,0.8438818565400843,Grass,2nd Round,GS,126.0,1.0,0.42857142857142855,1.0,0.5,0.5,0.0,0.7962962962962963,3,193,0,1,0
8410,2010-06-23,0.7096069868995633,0.2903930131004367,Grass,2nd Round,GS,-59.0,0.5,0.4444444444444444,0.5833333333333334,0.5,1.0,0.5142857142857142,0.27586206896551724,112,103,1,0,0
8411,2010-06-24,0.1691842900302115,0.8308157099697885,Grass,2nd Round,GS,10.0,1.0,0.6666666666666666,0.4,0.4,1.0,0.391304347826087,0.5,80,132,0,0,0
8412,2010-06-24,0.4109947643979057,0.5890052356020942,Grass,2nd Round,GS,38.0,0.3333333333333333,0.5454545454545454,0.2,0.6666666666666666,0.5,0.36363636363636365,0.5945945945945946,77,119,1,0,0
8413,2010-06-24,0.1561181434599156,0.8438818565400843,Grass,2nd Round,GS,66.0,0.3333333333333333,0.5,0.2,0.7083333333333334,0.5,0.2727272727272727,0.6842105263157895,54,202,0,0,0
8414,2010-06-24,0.9216589861751152,0.0783410138248847,Grass,2nd Round,GS,-97.0,0.8,0.2857142857142857,0.75,0.4,0.5,0.9142857142857143,0.5,140,78,1,0,0
8415,2010-06-24,0.1336633663366336,0.8663366336633663,Grass,2nd Round,GS,96.0,0.4,0.6363636363636364,1.0,0.7058823529411765,0.5,0.0,0.8541666666666666,7,182,0,1,0
8416,2010-06-24,0.8143322475570033,0.1856677524429967,Grass,2nd Round,GS,-127.0,0.5454545454545454,1.0,0.5333333333333333,0.3333333333333333,0.5,0.6923076923076923,0.14285714285714285,233,56,1,0,0
8417,2010-06-24,0.2337164750957854,0.7662835249042146,Grass,2nd Round,GS,108.0,0.5,0.75,1.0,0.8,0.5,0.0,0.5833333333333334,20,46,0,0,0
8418,2010-06-24,0.25,0.75,Grass,2nd Round,GS,46.0,0.4444444444444444,0.8125,0.25,0.5789473684210527,0.0,0.36666666666666664,0.45714285714285713,105,134,1,0,0
8419,2010-06-24,0.0783410138248847,0.9216589861751152,Grass,2nd Round,GS,85.0,0.25,0.6153846153846154,0.5,0.7368421052631579,0.5,0.2857142857142857,0.7758620689655172,23,217,0,0,0
8420,2010-06-24,0.2169981916817359,0.783001808318264,Grass,2nd Round,GS,43.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.6818181818181818,0.5,0.14285714285714285,0.65625,51,206,1,0,0
8421,2010-06-24,0.4414893617021276,0.5585106382978724,Grass,2nd Round,GS,17.0,0.5,0.5,0.5333333333333333,0.5,0.3333333333333333,0.3055555555555556,0.5161290322580645,114,91,0,0,0
8422,2010-06-24,0.625,0.375,Grass,2nd Round,GS,-13.0,0.4166666666666667,0.6428571428571429,0.4166666666666667,0.4,0.5,0.5434782608695652,0.4444444444444444,155,40,1,0,0
8423,2010-06-24,0.7322175732217574,0.2677824267782427,Grass,2nd Round,GS,-55.0,0.5454545454545454,0.625,0.6666666666666666,0.4,0.5,0.8214285714285714,0.6,202,21,0,0,0
8424,2010-06-24,0.75,0.25,Grass,2nd Round,GS,-55.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.4,0.5,0.64,0.4666666666666667,154,70,1,0,0
8425,2010-06-24,0.1447368421052631,0.8552631578947368,Grass,2nd Round,GS,137.0,0.5,0.8,1.0,0.7727272727272727,0.5,0.0,0.7272727272727273,4,155,0,1,0
8426,2010-06-24,0.9216589861751152,0.0783410138248847,Grass,2nd Round,GS,-117.0,0.75,0.6,0.9,0.7142857142857143,0.5,0.9473684210526315,0.72,168,161,1,0,0
8427,2010-06-25,0.1336633663366336,0.8663366336633663,Grass,3rd Round,GS,123.0,0.625,0.5833333333333334,0.6666666666666666,0.7575757575757576,0.5,0.4,0.625,39,207,0,0,0
8428,2010-06-25,0.8955223880597014,0.1044776119402985,Grass,3rd Round,GS,-20.0,0.8,0.75,0.8,0.42857142857142855,0.5,0.6,0.4,42,179,1,0,0
8429,2010-06-25,0.2765957446808511,0.7234042553191489,Grass,3rd Round,GS,-2.0,0.7647058823529411,0.8823529411764706,0.8,0.9411764705882353,0.0,0.6451612903225806,0.9090909090909091,193,110,0,0,0
8430,2010-06-25,0.7662835249042146,0.2337164750957854,Grass,3rd Round,GS,-27.0,0.7894736842105263,0.7272727272727273,0.7727272727272727,0.6666666666666666,0.8571428571428571,0.8461538461538461,0.3333333333333333,260,178,1,0,0
8431,2010-06-25,0.4414893617021276,0.5585106382978724,Grass,3rd Round,GS,-3.0,0.6428571428571429,0.5,0.6956521739130435,0.5555555555555556,0.0,0.7,0.76,101,194,0,0,0
8432,2010-06-25,0.8438818565400843,0.1561181434599156,Grass,3rd Round,GS,-25.0,0.8,0.5555555555555556,0.9545454545454546,0.6153846153846154,0.5,0.75,0.5,191,113,1,0,0
8433,2010-06-25,0.5890052356020942,0.4109947643979057,Grass,3rd Round,GS,-38.0,0.5833333333333334,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5,0.0,0.5,70,31,0,0,0
8434,2010-06-26,0.783001808318264,0.2169981916817359,Grass,3rd Round,GS,-25.0,0.5454545454545454,0.46153846153846156,0.72,0.46153846153846156,0.5,0.7307692307692307,0.125,203,156,1,0,0
8435,2010-06-26,0.7950530035335689,0.204946996466431,Grass,3rd Round,GS,-51.0,0.6666666666666666,0.42857142857142855,0.7222222222222222,0.3333333333333333,1.0,0.5357142857142857,0.6666666666666666,183,78,0,0,0
8436,2010-06-26,0.914380714879468,0.085619285120532,Grass,3rd Round,GS,-45.0,0.7692307692307693,0.6923076923076923,0.9047619047619048,0.6,0.5,0.8518518518518519,0.375,169,155,1,0,0
8437,2010-06-26,0.204946996466431,0.7950530035335689,Grass,3rd Round,GS,62.0,0.6666666666666666,0.8095238095238095,0.5,0.782608695652174,0.5,0.0,0.7272727272727273,22,156,0,0,0
8438,2010-06-26,0.7096069868995633,0.2903930131004367,Grass,3rd Round,GS,-28.0,0.6428571428571429,0.5555555555555556,0.75,0.5454545454545454,1.0,0.6666666666666666,0.4,218,92,1,0,0
8439,2010-06-26,0.1169977924944812,0.8830022075055188,Grass,3rd Round,GS,51.0,0.42857142857142855,0.8125,0.42857142857142855,0.76,0.0,0.0,0.8076923076923077,52,141,0,0,0
8440,2010-06-26,0.25,0.75,Grass,3rd Round,GS,56.0,0.5,0.5833333333333334,0.4,0.5625,0.5,0.4,0.47058823529411764,106,234,1,0,0
8441,2010-06-26,0.4225721784776903,0.5774278215223098,Grass,3rd Round,GS,-49.0,0.7619047619047619,0.7142857142857143,0.8333333333333334,0.45454545454545453,0.5,0.0,0.5555555555555556,47,133,0,0,0
8442,2010-06-28,0.5585106382978724,0.4414893617021276,Grass,4th Round,GS,3.0,0.8095238095238095,0.5454545454545454,0.7916666666666666,0.7307692307692307,0.5,0.5555555555555556,0.5384615384615384,157,204,1,0,0
8443,2010-06-28,0.75,0.25,Grass,4th Round,GS,-69.0,0.6153846153846154,0.5714285714285714,0.7647058823529411,0.375,1.0,0.3333333333333333,0.4,208,96,0,0,0
8444,2010-06-28,0.9216589861751152,0.0783410138248847,Grass,4th Round,GS,-90.0,0.8125,0.75,0.9565217391304348,0.6,0.5,0.9,0.0,192,32,1,0,0
8445,2010-06-28,0.5376344086021505,0.4623655913978494,Grass,4th Round,GS,8.0,0.8888888888888888,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.0,0.875,0.6666666666666666,111,43,0,0,0
8446,2010-06-28,0.2765957446808511,0.7234042553191489,Grass,4th Round,GS,58.0,0.5,0.6666666666666666,0.42857142857142855,0.7619047619047619,0.0,0.0,0.5,79,219,1,0,0
8447,2010-06-28,0.3373493975903614,0.6626506024096386,Grass,4th Round,GS,-14.0,0.6,0.75,0.5,0.5,0.0,0.4,0.5,107,134,0,0,0
8448,2010-06-28,0.783001808318264,0.2169981916817359,Grass,4th Round,GS,-16.0,0.7857142857142857,0.8235294117647058,0.9090909090909091,0.7692307692307693,1.0,1.0,0.5555555555555556,170,142,1,0,0
8449,2010-06-29,0.7801801801801801,0.2198198198198198,Grass,Quarterfinals,GS,-13.0,0.8571428571428571,0.5555555555555556,0.8571428571428571,0.6,0.5,0.8333333333333334,0.6071428571428571,44,195,0,0,0
8450,2010-06-29,0.1179713340683572,0.8820286659316426,Grass,Quarterfinals,GS,80.0,0.625,0.8235294117647058,0.4444444444444444,0.9583333333333334,0.5,0.3333333333333333,0.7,97,193,1,0,0
8451,2010-06-29,0.398477157360406,0.6015228426395939,Grass,Quarterfinals,GS,18.0,0.7777777777777778,0.5555555555555556,0.5384615384615384,0.5,0.6666666666666666,0.35714285714285715,0.6,135,80,0,0,0
8452,2010-06-29,0.8283132530120482,0.1716867469879518,Grass,Quarterfinals,GS,-11.0,0.8,0.8095238095238095,0.9130434782608695,0.8,0.75,0.6451612903225806,0.631578947368421,171,158,1,0,0
8453,2010-07-01,0.3181818181818181,0.6818181818181818,Grass,Semifinals,GS,61.0,0.75,0.6,0.5,0.6363636363636364,1.0,0.0,0.7058823529411765,98,196,0,0,0
8454,2010-07-01,0.8946322067594434,0.1053677932405566,Grass,Semifinals,GS,-61.0,0.8125,0.6,0.9166666666666666,0.5555555555555556,1.0,0.7647058823529411,0.6666666666666666,172,81,1,0,0
8455,2010-07-05,0.7234042553191489,0.2765957446808511,Clay,1st Round,WTA250_o_menor,-14.0,0.7,0.5833333333333334,0.5306122448979592,0.5,1.0,0.5384615384615384,0.4166666666666667,136,41,0,0,0
8456,2010-07-05,0.7096069868995633,0.2903930131004367,Clay,1st Round,WTA250_o_menor,-36.0,0.3333333333333333,0.0,0.4230769230769231,0.3076923076923077,0.5,0.5517241379310345,0.3125,50,67,1,0,0
8457,2010-07-05,0.1044776119402985,0.8955223880597014,Clay,1st Round,WTA250_o_menor,119.0,0.0,0.8,0.14285714285714285,0.5636363636363636,0.5,0.37037037037037035,0.4782608695652174,41,135,0,0,0
8458,2010-07-05,0.625,0.375,Clay,1st Round,WTA250_o_menor,-22.0,0.4,0.0,0.4230769230769231,0.391304347826087,0.5,0.4444444444444444,0.2631578947368421,79,29,1,0,0
8459,2010-07-05,0.625,0.375,Clay,1st Round,WTA250_o_menor,-1.0,0.5,0.0,0.25,0.5,0.5,0.5,0.3684210526315789,6,30,0,1,0
8460,2010-07-05,0.375,0.625,Clay,1st Round,WTA250_o_menor,55.0,0.0,0.6,0.3181818181818182,0.6,0.5,0.35135135135135137,0.5833333333333334,53,23,1,0,0
8461,2010-07-06,0.625,0.375,Clay,1st Round,WTA250_o_menor,-11.0,0.3333333333333333,0.3333333333333333,0.3125,0.3181818181818182,0.0,0.4375,0.3977272727272727,48,137,0,0,0
8462,2010-07-06,0.6626506024096386,0.3373493975903614,Clay,1st Round,WTA250_o_menor,-59.0,0.42857142857142855,0.0,0.37037037037037035,0.5,0.5,0.47058823529411764,0.5,53,3,1,0,1
